Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value,Category
1495,Cellular Response To Growth Factor Stimulus (GO:0071363),0.29776013518670047,1.5921052631578947,1.9287830379104833,"['CXCL8', 'WNT5A', 'CCL2']",0.3899761502980331,0,0,GO_Biological_Process_2023
1496,Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),0.30174029121164164,2.8755102040816327,3.4454035297920904,['KCNJ15'],0.3915225249783925,0,0,GO_Biological_Process_2023
1497,Regulation Of Spindle Assembly (GO:0090169),0.30174029121164164,2.8755102040816327,3.4454035297920904,['STIL'],0.3915225249783925,0,0,GO_Biological_Process_2023
1498,Establishment Of Mitotic Spindle Orientation (GO:0000132),0.30174029121164164,2.8755102040816327,3.4454035297920904,['MAD2L1'],0.3915225249783925,0,0,GO_Biological_Process_2023
1499,Maintenance Of Blood-Brain Barrier (GO:0035633),0.30174029121164164,2.8755102040816327,3.4454035297920904,['CLDN1'],0.3915225249783925,0,0,GO_Biological_Process_2023
1500,Modified Amino Acid Transport (GO:0072337),0.30174029121164164,2.8755102040816327,3.4454035297920904,['SLC7A11'],0.3915225249783925,0,0,GO_Biological_Process_2023
1501,Negative Regulation Of DNA Binding (GO:0043392),0.30174029121164164,2.8755102040816327,3.4454035297920904,['IFI16'],0.3915225249783925,0,0,GO_Biological_Process_2023
1502,Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),0.30174029121164164,2.8755102040816327,3.4454035297920904,['PFN2'],0.3915225249783925,0,0,GO_Biological_Process_2023
1503,Organic Cyclic Compound Biosynthetic Process (GO:1901362),0.30174029121164164,2.8755102040816327,3.4454035297920904,['HSD3B1'],0.3915225249783925,0,0,GO_Biological_Process_2023
1504,Peptidyl-Tyrosine Dephosphorylation (GO:0035335),0.30174029121164164,2.8755102040816327,3.4454035297920904,['DUSP5'],0.3915225249783925,0,0,GO_Biological_Process_2023
1505,Phosphatidic Acid Biosynthetic Process (GO:0006654),0.30174029121164164,2.8755102040816327,3.4454035297920904,['GPAT3'],0.3915225249783925,0,0,GO_Biological_Process_2023
1506,Positive Regulation Of Endopeptidase Activity (GO:0010950),0.30174029121164164,2.8755102040816327,3.4454035297920904,['LYN'],0.3915225249783925,0,0,GO_Biological_Process_2023
1507,Positive Regulation Of Viral Genome Replication (GO:0045070),0.30174029121164164,2.8755102040816327,3.4454035297920904,['TOP2A'],0.3915225249783925,0,0,GO_Biological_Process_2023
1508,Protein K11-linked Ubiquitination (GO:0070979),0.30174029121164164,2.8755102040816327,3.4454035297920904,['UBE2T'],0.3915225249783925,0,0,GO_Biological_Process_2023
1509,Regulation Of Blood Coagulation (GO:0030193),0.30174029121164164,2.8755102040816327,3.4454035297920904,['PLAU'],0.3915225249783925,0,0,GO_Biological_Process_2023
1510,Positive Regulation Of Binding (GO:0051099),0.3083860436336617,1.8111070178670106,2.1305915343065553,"['PARP9', 'NME1']",0.3984579350194525,0,0,GO_Biological_Process_2023
1511,Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010743),0.3103413436693897,2.7762139338494016,3.2483992810296334,['AGT'],0.3984579350194525,0,0,GO_Biological_Process_2023
1512,Regulation Of Vasculature Development (GO:1901342),0.3103413436693897,2.7762139338494016,3.2483992810296334,['WARS1'],0.3984579350194525,0,0,GO_Biological_Process_2023
1513,Embryonic Skeletal System Morphogenesis (GO:0048704),0.3103413436693897,2.7762139338494016,3.2483992810296334,['OSR2'],0.3984579350194525,0,0,GO_Biological_Process_2023
1514,Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),0.3103413436693897,2.7762139338494016,3.2483992810296334,['LYN'],0.3984579350194525,0,0,GO_Biological_Process_2023
1515,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),0.3103413436693897,2.7762139338494016,3.2483992810296334,['CDK1'],0.3984579350194525,0,0,GO_Biological_Process_2023
1516,Negative Regulation Of Axon Extension (GO:0030517),0.3103413436693897,2.7762139338494016,3.2483992810296334,['SEMA3G'],0.3984579350194525,0,0,GO_Biological_Process_2023
1517,Negative Regulation Of Blood Coagulation (GO:0030195),0.3103413436693897,2.7762139338494016,3.2483992810296334,['PLAU'],0.3984579350194525,0,0,GO_Biological_Process_2023
1518,Negative Regulation Of Interleukin-1 Production (GO:0032692),0.3103413436693897,2.7762139338494016,3.2483992810296334,['ZC3H12A'],0.3984579350194525,0,0,GO_Biological_Process_2023
1519,Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),0.3103413436693897,2.7762139338494016,3.2483992810296334,['CCL3'],0.3984579350194525,0,0,GO_Biological_Process_2023
1520,Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),0.3103413436693897,2.7762139338494016,3.2483992810296334,['SOCS3'],0.3984579350194525,0,0,GO_Biological_Process_2023
1521,Nucleic Acid Metabolic Process (GO:0090304),0.3103413436693897,2.7762139338494016,3.2483992810296334,['KPNA2'],0.3984579350194525,0,0,GO_Biological_Process_2023
1522,Positive Regulation Of JUN Kinase Activity (GO:0043507),0.3103413436693897,2.7762139338494016,3.2483992810296334,['WNT5A'],0.3984579350194525,0,0,GO_Biological_Process_2023
1523,Positive Regulation Of Phosphate Metabolic Process (GO:0045937),0.3103413436693897,2.7762139338494016,3.2483992810296334,['FZD7'],0.3984579350194525,0,0,GO_Biological_Process_2023
1524,Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),0.3103413436693897,2.7762139338494016,3.2483992810296334,['FZD5'],0.3984579350194525,0,0,GO_Biological_Process_2023
1525,Protein Palmitoylation (GO:0018345),0.3103413436693897,2.7762139338494016,3.2483992810296334,['GLUL'],0.3984579350194525,0,0,GO_Biological_Process_2023
1526,Positive Regulation Of Protein Catabolic Process (GO:0045732),0.31291700019920166,1.7908925318761384,2.0806899236275984,"['IL1B', 'WNT5A']",0.40150162935126926,0,0,GO_Biological_Process_2023
1527,Regulation Of Endothelial Cell Proliferation (GO:0001936),0.31744160407899336,1.7711223203026483,2.032294500282973,"['STAT1', 'WNT5A']",0.40485252991797355,0,0,GO_Biological_Process_2023
1528,Regulation Of Centrosome Duplication (GO:0010824),0.3188368749405083,2.6835374149659863,3.067486330759252,['STIL'],0.40485252991797355,0,0,GO_Biological_Process_2023
1529,Actin Filament Polymerization (GO:0030041),0.3188368749405083,2.6835374149659863,3.067486330759252,['COBL'],0.40485252991797355,0,0,GO_Biological_Process_2023
1530,Bile Acid Metabolic Process (GO:0008206),0.3188368749405083,2.6835374149659863,3.067486330759252,['ACOX2'],0.40485252991797355,0,0,GO_Biological_Process_2023
1531,Toll-Like Receptor Signaling Pathway (GO:0002224),0.3188368749405083,2.6835374149659863,3.067486330759252,['TNIP3'],0.40485252991797355,0,0,GO_Biological_Process_2023
1532,Negative Chemotaxis (GO:0050919),0.3188368749405083,2.6835374149659863,3.067486330759252,['SEMA3G'],0.40485252991797355,0,0,GO_Biological_Process_2023
1533,Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),0.3188368749405083,2.6835374149659863,3.067486330759252,['MMP12'],0.40485252991797355,0,0,GO_Biological_Process_2023
1534,Negative Regulation Of Chemotaxis (GO:0050922),0.3188368749405083,2.6835374149659863,3.067486330759252,['SEMA3G'],0.40485252991797355,0,0,GO_Biological_Process_2023
1535,Negative Regulation Of Developmental Growth (GO:0048640),0.3188368749405083,2.6835374149659863,3.067486330759252,['SEMA3G'],0.40485252991797355,0,0,GO_Biological_Process_2023
1536,Negative Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031111),0.3188368749405083,2.6835374149659863,3.067486330759252,['TPX2'],0.40485252991797355,0,0,GO_Biological_Process_2023
1537,Organic Cation Transport (GO:0015695),0.3188368749405083,2.6835374149659863,3.067486330759252,['PDZK1'],0.40485252991797355,0,0,GO_Biological_Process_2023
1538,Positive Regulation Of Rho Protein Signal Transduction (GO:0035025),0.3188368749405083,2.6835374149659863,3.067486330759252,['LPAR1'],0.40485252991797355,0,0,GO_Biological_Process_2023
1539,Positive Regulation Of Cholesterol Transport (GO:0032376),0.3188368749405083,2.6835374149659863,3.067486330759252,['LIPG'],0.40485252991797355,0,0,GO_Biological_Process_2023
1540,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),0.3188368749405083,2.6835374149659863,3.067486330759252,['CXCL10'],0.40485252991797355,0,0,GO_Biological_Process_2023
1541,Receptor Signaling Pathway Via STAT (GO:0097696),0.3188368749405083,2.6835374149659863,3.067486330759252,['STAT1'],0.40485252991797355,0,0,GO_Biological_Process_2023
1542,Regulation Of Cell Morphogenesis (GO:0022604),0.3188368749405083,2.6835374149659863,3.067486330759252,['FERMT2'],0.40485252991797355,0,0,GO_Biological_Process_2023
1543,Regulation Of Macromolecule Metabolic Process (GO:0060255),0.32128052876813223,1.5214690581566892,1.7275377647751387,"['ZC3H12A', 'NFKBIZ', 'CRIP1']",0.40742699179274805,0,0,GO_Biological_Process_2023
1544,Protein Autophosphorylation (GO:0046777),0.32128052876813223,1.5214690581566892,1.7275377647751387,"['LYN', 'MELK', 'AURKA']",0.40742699179274805,0,0,GO_Biological_Process_2023
1545,Negative Regulation Of Cell Migration (GO:0030336),0.3246440355988467,1.5118827160493826,1.7009073221507127,"['BST2', 'IGFBP5', 'PFN2']",0.41142590401459017,0,0,GO_Biological_Process_2023
1546,T Cell Receptor Signaling Pathway (GO:0050852),0.32646965688279306,1.732857394676538,1.9397922253344861,"['NFKBIZ', 'ZC3H12A']",0.4120339327881912,0,0,GO_Biological_Process_2023
1547,NIK/NF-kappaB Signaling (GO:0038061),0.32722817440533064,2.5968400263331137,2.900923684042882,['BIRC3'],0.4120339327881912,0,0,GO_Biological_Process_2023
1548,Amide Transport (GO:0042886),0.32722817440533064,2.5968400263331137,2.900923684042882,['SLC38A5'],0.4120339327881912,0,0,GO_Biological_Process_2023
1549,Regulation Of Transmembrane Transport (GO:0034762),0.32722817440533064,2.5968400263331137,2.900923684042882,['KCNJ15'],0.4120339327881912,0,0,GO_Biological_Process_2023
1550,Left/Right Pattern Formation (GO:0060972),0.32722817440533064,2.5968400263331137,2.900923684042882,['STIL'],0.4120339327881912,0,0,GO_Biological_Process_2023
1551,Mesenchymal Cell Migration (GO:0090497),0.32722817440533064,2.5968400263331137,2.900923684042882,['SEMA3G'],0.4120339327881912,0,0,GO_Biological_Process_2023
1552,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),0.32722817440533064,2.5968400263331137,2.900923684042882,['CCL2'],0.4120339327881912,0,0,GO_Biological_Process_2023
1553,Negative Regulation Of Osteoblast Differentiation (GO:0045668),0.32722817440533064,2.5968400263331137,2.900923684042882,['GREM1'],0.4120339327881912,0,0,GO_Biological_Process_2023
1554,Positive Regulation Of Synapse Assembly (GO:0051965),0.32722817440533064,2.5968400263331137,2.900923684042882,['SLITRK6'],0.4120339327881912,0,0,GO_Biological_Process_2023
1555,Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),0.32722817440533064,2.5968400263331137,2.900923684042882,['RAB23'],0.4120339327881912,0,0,GO_Biological_Process_2023
1556,Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),0.33097209157119645,1.7143355423787932,1.8955771919594877,"['WNT5A', 'FERMT2']",0.41648030546041304,0,0,GO_Biological_Process_2023
1557,Monocarboxylic Acid Metabolic Process (GO:0032787),0.33546614470921826,1.6962036238136324,1.85265167190398,"['CYP2J2', 'KYNU']",0.4179016143482464,0,0,GO_Biological_Process_2023
1558,Regulation Of Sprouting Angiogenesis (GO:1903670),0.3355165157075809,2.515561224489796,2.7472044073787973,['GLUL'],0.4179016143482464,0,0,GO_Biological_Process_2023
1559,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),0.3355165157075809,2.515561224489796,2.7472044073787973,['WNT5A'],0.4179016143482464,0,0,GO_Biological_Process_2023
1560,ncRNA Catabolic Process (GO:0034661),0.3355165157075809,2.515561224489796,2.7472044073787973,['ZC3H12A'],0.4179016143482464,0,0,GO_Biological_Process_2023
1561,Negative Regulation Of Endocytosis (GO:0045806),0.3355165157075809,2.515561224489796,2.7472044073787973,['PLSCR1'],0.4179016143482464,0,0,GO_Biological_Process_2023
1562,Negative Regulation Of Epithelial Cell Migration (GO:0010633),0.3355165157075809,2.515561224489796,2.7472044073787973,['PFN2'],0.4179016143482464,0,0,GO_Biological_Process_2023
1563,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),0.3355165157075809,2.515561224489796,2.7472044073787973,['FBP1'],0.4179016143482464,0,0,GO_Biological_Process_2023
1564,Phosphatidic Acid Metabolic Process (GO:0046473),0.3355165157075809,2.515561224489796,2.7472044073787973,['GPAT3'],0.4179016143482464,0,0,GO_Biological_Process_2023
1565,Positive Regulation Of DNA Binding (GO:0043388),0.3355165157075809,2.515561224489796,2.7472044073787973,['NME1'],0.4179016143482464,0,0,GO_Biological_Process_2023
1566,Positive Regulation Of RNA Metabolic Process (GO:0051254),0.3355165157075809,2.515561224489796,2.7472044073787973,['IL1B'],0.4179016143482464,0,0,GO_Biological_Process_2023
1567,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),0.3355165157075809,2.515561224489796,2.7472044073787973,['CD1C'],0.4179016143482464,0,0,GO_Biological_Process_2023
1568,Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),0.3355165157075809,2.515561224489796,2.7472044073787973,['AGT'],0.4179016143482464,0,0,GO_Biological_Process_2023
1569,Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),0.3355165157075809,2.515561224489796,2.7472044073787973,['FZD5'],0.4179016143482464,0,0,GO_Biological_Process_2023
1570,Positive Regulation Of Protein Dephosphorylation (GO:0035307),0.3355165157075809,2.515561224489796,2.7472044073787973,['CDCA2'],0.4179016143482464,0,0,GO_Biological_Process_2023
1571,Positive Regulation Of Telomerase Activity (GO:0051973),0.3355165157075809,2.515561224489796,2.7472044073787973,['GREM1'],0.4179016143482464,0,0,GO_Biological_Process_2023
1572,Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900225),0.3355165157075809,2.515561224489796,2.7472044073787973,['GBP5'],0.4179016143482464,0,0,GO_Biological_Process_2023
1573,Membrane Organization (GO:0061024),0.3380961947452391,1.474706413730804,1.5992082433858303,"['ATP10B', 'KIF20A', 'CEP55']",0.420847011640927,0,0,GO_Biological_Process_2023
1574,DNA Damage Checkpoint Signaling (GO:0000077),0.3437031570294615,2.439208410636982,2.6050182606204073,['PARP9'],0.42431953434028097,0,0,GO_Biological_Process_2023
1575,Regulation Of Interleukin-17 Production (GO:0032660),0.3437031570294615,2.439208410636982,2.6050182606204073,['SLC7A5'],0.42431953434028097,0,0,GO_Biological_Process_2023
1576,Response To Estrogen (GO:0043627),0.3437031570294615,2.439208410636982,2.6050182606204073,['CD24'],0.42431953434028097,0,0,GO_Biological_Process_2023
1577,Semaphorin-Plexin Signaling Pathway (GO:0071526),0.3437031570294615,2.439208410636982,2.6050182606204073,['SEMA3G'],0.42431953434028097,0,0,GO_Biological_Process_2023
1578,Embryonic Limb Morphogenesis (GO:0030326),0.3437031570294615,2.439208410636982,2.6050182606204073,['OSR2'],0.42431953434028097,0,0,GO_Biological_Process_2023
1579,Smoothened Signaling Pathway (GO:0007224),0.3437031570294615,2.439208410636982,2.6050182606204073,['STIL'],0.42431953434028097,0,0,GO_Biological_Process_2023
1580,Negative Regulation Of Ras Protein Signal Transduction (GO:0046580),0.3437031570294615,2.439208410636982,2.6050182606204073,['FBP1'],0.42431953434028097,0,0,GO_Biological_Process_2023
1581,Negative Regulation Of Interleukin-6 Production (GO:0032715),0.3437031570294615,2.439208410636982,2.6050182606204073,['ZC3H12A'],0.42431953434028097,0,0,GO_Biological_Process_2023
1582,Negative Regulation Of Mitotic Cell Cycle (GO:0045930),0.3437031570294615,2.439208410636982,2.6050182606204073,['MAD2L1'],0.42431953434028097,0,0,GO_Biological_Process_2023
1583,Organophosphate Biosynthetic Process (GO:0090407),0.3437031570294615,2.439208410636982,2.6050182606204073,['FADS1'],0.42431953434028097,0,0,GO_Biological_Process_2023
1584,Positive Regulation Of Organelle Organization (GO:0010638),0.3437031570294615,2.439208410636982,2.6050182606204073,['PPARGC1A'],0.42431953434028097,0,0,GO_Biological_Process_2023
1585,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),0.3437031570294615,2.439208410636982,2.6050182606204073,['GBP1'],0.42431953434028097,0,0,GO_Biological_Process_2023
1586,Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),0.3437031570294615,2.439208410636982,2.6050182606204073,['CHP2'],0.42431953434028097,0,0,GO_Biological_Process_2023
1587,Cellular Response To Insulin Stimulus (GO:0032869),0.34442722337037246,1.6610613486564136,1.7704795521516679,"['RAB31', 'NAMPT']",0.4249454967606737,0,0,GO_Biological_Process_2023
1588,Response To UV (GO:0009411),0.34889333932203864,1.6440281030444965,1.7311435435085258,"['CCND1', 'PCLAF']",0.4301846085595414,0,0,GO_Biological_Process_2023
1589,Regulation Of Cellular Senescence (GO:2000772),0.3517893411622836,2.36734693877551,2.4732211925796763,['ARG2'],0.43077143839634224,0,0,GO_Biological_Process_2023
1590,Action Potential (GO:0001508),0.3517893411622836,2.36734693877551,2.4732211925796763,['GNA15'],0.43077143839634224,0,0,GO_Biological_Process_2023
1591,Regulation Of Postsynaptic Membrane Potential (GO:0060078),0.3517893411622836,2.36734693877551,2.4732211925796763,['FOXM1'],0.43077143839634224,0,0,GO_Biological_Process_2023
1592,Endoderm Formation (GO:0001706),0.3517893411622836,2.36734693877551,2.4732211925796763,['DUSP5'],0.43077143839634224,0,0,GO_Biological_Process_2023
1593,Establishment Of Spindle Orientation (GO:0051294),0.3517893411622836,2.36734693877551,2.4732211925796763,['MAD2L1'],0.43077143839634224,0,0,GO_Biological_Process_2023
1594,tRNA Aminoacylation For Protein Translation (GO:0006418),0.3517893411622836,2.36734693877551,2.4732211925796763,['WARS1'],0.43077143839634224,0,0,GO_Biological_Process_2023
1595,Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),0.3517893411622836,2.36734693877551,2.4732211925796763,['IFI16'],0.43077143839634224,0,0,GO_Biological_Process_2023
1596,Platelet Aggregation (GO:0070527),0.3517893411622836,2.36734693877551,2.4732211925796763,['PLEK'],0.43077143839634224,0,0,GO_Biological_Process_2023
1597,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.3517893411622836,2.36734693877551,2.4732211925796763,['FERMT2'],0.43077143839634224,0,0,GO_Biological_Process_2023
1598,Regulation Of Axon Extension (GO:0030516),0.3517893411622836,2.36734693877551,2.4732211925796763,['SEMA3G'],0.43077143839634224,0,0,GO_Biological_Process_2023
1599,Regulation Of Cardiac Muscle Contraction (GO:0055117),0.3517893411622836,2.36734693877551,2.4732211925796763,['ZC3H12A'],0.43077143839634224,0,0,GO_Biological_Process_2023
1600,Generation Of Neurons (GO:0048699),0.3548885153736592,1.4307107896851488,1.48214710313879,"['FZD5', 'FZD7', 'WNT5A']",0.4342948206885154,0,0,GO_Biological_Process_2023
1601,Calcium Ion Homeostasis (GO:0055074),0.3577945433308069,1.610983606557377,1.655763084642645,"['CCL8', 'CCL3']",0.43730444184876405,0,0,GO_Biological_Process_2023
1602,Regulation Of Protein Secretion (GO:0050708),0.3577945433308069,1.610983606557377,1.655763084642645,"['NOS2', 'IL1B']",0.43730444184876405,0,0,GO_Biological_Process_2023
1603,Neuron Differentiation (GO:0030182),0.3582415255749832,1.4222222222222223,1.4599791894940506,"['FZD5', 'FZD7', 'WNT5A']",0.4375776089056875,0,0,GO_Biological_Process_2023
1604,Blood Vessel Diameter Maintenance (GO:0097746),0.3597762958965895,2.299591836734694,2.350810280006541,['AGT'],0.43781354093568814,0,0,GO_Biological_Process_2023
1605,Lytic Vacuole Organization (GO:0080171),0.3597762958965895,2.299591836734694,2.350810280006541,['ACP3'],0.43781354093568814,0,0,GO_Biological_Process_2023
1606,Negative Regulation Of T Cell Proliferation (GO:0042130),0.3597762958965895,2.299591836734694,2.350810280006541,['CD274'],0.43781354093568814,0,0,GO_Biological_Process_2023
1607,Neural Crest Cell Migration (GO:0001755),0.3597762958965895,2.299591836734694,2.350810280006541,['SEMA3G'],0.43781354093568814,0,0,GO_Biological_Process_2023
1608,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),0.3597762958965895,2.299591836734694,2.350810280006541,['STAT1'],0.43781354093568814,0,0,GO_Biological_Process_2023
1609,Regulation Of T Cell Mediated Cytotoxicity (GO:0001914),0.3597762958965895,2.299591836734694,2.350810280006541,['CD1C'],0.43781354093568814,0,0,GO_Biological_Process_2023
1610,Positive Regulation Of Kinase Activity (GO:0033674),0.3666516090979556,1.5792349726775956,1.5845146328262998,"['CCNA2', 'CENPE']",0.4454755742663067,0,0,GO_Biological_Process_2023
1611,Regulation Of Ossification (GO:0030278),0.36766523391948497,2.2356009070294784,2.236903022200789,['WNT5A'],0.4454755742663067,0,0,GO_Biological_Process_2023
1612,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),0.36766523391948497,2.2356009070294784,2.236903022200789,['FOXM1'],0.4454755742663067,0,0,GO_Biological_Process_2023
1613,Positive Regulation Of Immune Effector Process (GO:0002699),0.36766523391948497,2.2356009070294784,2.236903022200789,['IL1B'],0.4454755742663067,0,0,GO_Biological_Process_2023
1614,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),0.36766523391948497,2.2356009070294784,2.236903022200789,['IL7R'],0.4454755742663067,0,0,GO_Biological_Process_2023
1615,Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),0.36766523391948497,2.2356009070294784,2.236903022200789,['IL7R'],0.4454755742663067,0,0,GO_Biological_Process_2023
1616,Protein Acylation (GO:0043543),0.36766523391948497,2.2356009070294784,2.236903022200789,['GLUL'],0.4454755742663067,0,0,GO_Biological_Process_2023
1617,Calcium-Dependent Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0016339),0.375457353375349,2.175068946497518,2.130720132712233,['CDH3'],0.45212384871782396,0,0,GO_Biological_Process_2023
1618,Connective Tissue Development (GO:0061448),0.375457353375349,2.175068946497518,2.130720132712233,['NAMPT'],0.45212384871782396,0,0,GO_Biological_Process_2023
1619,Response To Transforming Growth Factor Beta (GO:0071559),0.375457353375349,2.175068946497518,2.130720132712233,['WNT5A'],0.45212384871782396,0,0,GO_Biological_Process_2023
1620,Establishment Of Protein Localization To Plasma Membrane (GO:0061951),0.375457353375349,2.175068946497518,2.130720132712233,['RAB31'],0.45212384871782396,0,0,GO_Biological_Process_2023
1621,Fatty Acid Transport (GO:0015908),0.375457353375349,2.175068946497518,2.130720132712233,['ACSL1'],0.45212384871782396,0,0,GO_Biological_Process_2023
1622,Heart Looping (GO:0001947),0.375457353375349,2.175068946497518,2.130720132712233,['STIL'],0.45212384871782396,0,0,GO_Biological_Process_2023
1623,Negative Regulation Of Type I Interferon Production (GO:0032480),0.375457353375349,2.175068946497518,2.130720132712233,['XAF1'],0.45212384871782396,0,0,GO_Biological_Process_2023
1624,Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),0.375457353375349,2.175068946497518,2.130720132712233,['AGT'],0.45212384871782396,0,0,GO_Biological_Process_2023
1625,Response To Calcium Ion (GO:0051592),0.3754613779444238,1.5487074401008827,1.5171132942697787,"['WNT5A', 'CHP2']",0.45212384871782396,0,0,GO_Biological_Process_2023
1626,Positive Regulation Of Cell Growth (GO:0030307),0.3754613779444238,1.5487074401008827,1.5171132942697787,"['S100A9', 'S100A8']",0.45212384871782396,0,0,GO_Biological_Process_2023
1627,Protein Modification Process (GO:0036211),0.3782052847632827,1.1516840349138036,1.1198032895134615,"['LYN', 'CCNA2', 'DUSP5', 'MELK', 'CDK1', 'CCL2', 'PI3', 'TRIB2', 'CDC25B', 'AURKA']",0.4551480931570421,0,0,GO_Biological_Process_2023
1628,Positive Regulation Of Autophagy (GO:0010508),0.3798475881140632,1.533879781420765,1.4847729126186013,"['ZC3H12A', 'TRIM22']",0.45684372083988684,0,0,GO_Biological_Process_2023
1629,Negative Regulation Of DNA-templated Transcription (GO:0045892),0.38240964390706456,1.1187369964869198,1.0754003457519412,"['OSR2', 'CBX7', 'FOXD1', 'STAT1', 'WNT5A', 'PRDM1', 'PARP9', 'FOXM1', 'MUC1', 'IFI16', 'CCND1', 'IRF1', 'DEPDC1', 'FBP1']",0.45828663038949913,0,0,GO_Biological_Process_2023
1630,Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062),0.38315383756262006,2.117722878625134,2.0315711711504316,['PDZK1'],0.45828663038949913,0,0,GO_Biological_Process_2023
1631,Axonal Transport (GO:0098930),0.38315383756262006,2.117722878625134,2.0315711711504316,['KIF4A'],0.45828663038949913,0,0,GO_Biological_Process_2023
1632,Regulation Of Protein Targeting To Mitochondrion (GO:1903214),0.38315383756262006,2.117722878625134,2.0315711711504316,['FZD5'],0.45828663038949913,0,0,GO_Biological_Process_2023
1633,Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),0.38315383756262006,2.117722878625134,2.0315711711504316,['AGT'],0.45828663038949913,0,0,GO_Biological_Process_2023
1634,Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),0.38315383756262006,2.117722878625134,2.0315711711504316,['SHCBP1'],0.45828663038949913,0,0,GO_Biological_Process_2023
1635,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),0.38315383756262006,2.117722878625134,2.0315711711504316,['LAMP3'],0.45828663038949913,0,0,GO_Biological_Process_2023
1636,Negative Regulation Of Protein Secretion (GO:0050709),0.38315383756262006,2.117722878625134,2.0315711711504316,['IL1B'],0.45828663038949913,0,0,GO_Biological_Process_2023
1637,Odontogenesis (GO:0042476),0.38315383756262006,2.117722878625134,2.0315711711504316,['OSR2'],0.45828663038949913,0,0,GO_Biological_Process_2023
1638,Positive Regulation Of Wnt Signaling Pathway (GO:0030177),0.38858087973342137,1.505055921556611,1.422660049102822,"['CDH3', 'LGR5']",0.4642596876817994,0,0,GO_Biological_Process_2023
1639,Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001959),0.39075585561777604,2.0633176347462063,1.938842477418669,['CD24'],0.4642596876817994,0,0,GO_Biological_Process_2023
1640,Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),0.39075585561777604,2.0633176347462063,1.938842477418669,['WNT5A'],0.4642596876817994,0,0,GO_Biological_Process_2023
1641,Regulation Of Glycolytic Process (GO:0006110),0.39075585561777604,2.0633176347462063,1.938842477418669,['FBP1'],0.4642596876817994,0,0,GO_Biological_Process_2023
1642,Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),0.39075585561777604,2.0633176347462063,1.938842477418669,['SKA3'],0.4642596876817994,0,0,GO_Biological_Process_2023
1643,Regulation Of Protein Dephosphorylation (GO:0035304),0.39075585561777604,2.0633176347462063,1.938842477418669,['CDCA2'],0.4642596876817994,0,0,GO_Biological_Process_2023
1644,Water-Soluble Vitamin Metabolic Process (GO:0006767),0.39075585561777604,2.0633176347462063,1.938842477418669,['SLC2A1'],0.4642596876817994,0,0,GO_Biological_Process_2023
1645,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),0.39075585561777604,2.0633176347462063,1.938842477418669,['IL1RN'],0.4642596876817994,0,0,GO_Biological_Process_2023
1646,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),0.39075585561777604,2.0633176347462063,1.938842477418669,['CCL2'],0.4642596876817994,0,0,GO_Biological_Process_2023
